Module_ID,Module_Title,Business_Unit_Full,Business_Unit,Topic_Domain,Training_Type,Delivery_Format,Duration_Hours,Skill_Level,Target_Roles,Language,Country,Certification,OPCO_Eligible,Prerequisites_Module_ID,Course_Active,Created_By,Created_Date,Description
BD3096,Venöse Blutentnahme bei schwierigen Venenverhältnissen,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Beginner,,Deutsch (de) - German,,No,No,BD0917,YES,Edith Rothermel,10/10/23,"Best practices for reducing pre-analytical errors in blood collection. Includes patient identification, specimen rejection criteria, and continuous improvement strategies."
BD5842,TTM U Orta Seviye,Urology and Critical Care,UCC,Urology & Critical Care,External,Webinar,0.5,Intermediate,Physician,Türkçe (tr) - Turkish,Turkey,No,No,BD0209,YES,Louise Oakes,4/24/25,"Advanced module on targeted temperature management (TTM). Covers cooling protocols, complication management, data interpretation, and best practices for ICU patients."
BD2758,End User - BD Pyxis Tissue & Implant Management System v2.x,Medication Management Solutions,MMS,Medication Management,Qualiopi,On-site,2,Intermediate,Pharmacist|System Manager,English (United Kingdom),United States,Yes,Yes,,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD6823,BD Rowa™ Vmotion - Strategy training (owner) - EN,Medication Management Solutions,MMS,Medication Management,Premium,E-learning,0.25,Intermediate,System Manager,English (United Kingdom),United Kingdom,Yes,No,,YES,Dominik Bandel,4/15/24,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD1738,Nivel intermedio TTM U,Urology and Critical Care,UCC,Urology & Critical Care,Qualiopi,E-learning,3,Beginner,Nurse|Physician,Español (es) - Spanish,,Yes,Yes,,YES,Louise Oakes,3/27/25,"Expert-level certification pathway for TTM specialists. Includes case-based simulations, advanced hemodynamic monitoring, and protocol optimisation."
BD0719,BL_Nexiva 2 Q-Syte,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,Masterclass,2,Intermediate,Pharmacist|System Manager,English (United Kingdom),Belgium,No,No,,YES,Nazeerah Ramdhian-Demery,6/6/25,"Introduction to BD safety-engineered devices for medication delivery. Covers product portfolio, clinical indications, and regulatory compliance requirements."
BD5295,Tubos para Colheita de Sangue BD Microtainer® e Microtubo BD Microtainer® MAP,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,On-site,1.5,Intermediate,Biomedical Engineer,Português (pt) - Portuguese,Portugal,Yes,Yes,BD0246,YES,Angel Cervantes,11/23/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD1462,BD A-line štrcaljka za prikupljanje arterijske krvi,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1,Intermediate,Physician|ICU Specialist,Hrvatski (hr) - Croatian,Croatia,No,No,,YES,Veronika  Bican,7/10/25,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD9888,TTM U Niveau Novice,Urology and Critical Care,UCC,Urology & Critical Care,Product Training,Webinar,1.5,Advanced,Biomedical Engineer,Français (fr) - French,,No,No,,YES,Louise Oakes,3/24/25,"Formation de niveau débutant sur le système BD TTM : indications cliniques, préparation du patient et gestion des alarmes de base."
BD6923,Seringa pentru recoltarea sângelui arterial BD A-Line,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,Webinar,1,Intermediate,Nurse|ICU Specialist,Română (ro) - Romanian,Romania,Yes,Yes,,YES,Veronika  Bican,10/8/25,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD2541,BL_BD Fundamentals of Flushing and Locking,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Premium,Webinar,0.25,Intermediate,Physician,English (United Kingdom),Belgium,Yes,No,,YES,Nazeerah Ramdhian-Demery,6/6/25,"BDLA module on PICCline insertion with ECG-guided tip confirmation. Covers pre-insertion patient assessment, sterile technique, and post-insertion verification."
BD4922,DE_BD Nexiva Single Port Handhabung,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Qualiopi,Webinar,0.25,Intermediate,Nurse,Deutsch (de) - German,,Yes,Yes,,YES,Nazeerah Ramdhian-Demery,2/10/26,"Training on BD Nexiva™ closed IV catheter system for peripheral venous access. Covers insertion technique, securement, and care-and-maintenance protocols."
BD9314,BD Vacutainer® PrecisionGlide™ többszörös vérvételhez használt tű,Specimen Management,SM,Specimen Collection & Diagnostics,Qualiopi,E-learning,2,Intermediate,Physician,English (United Kingdom),Hungary,Yes,Yes,,YES,Veronika  Bican,1/18/26,"Module on specimen labelling, routing, and chain-of-custody procedures. Covers barcode scanning, reject criteria, and pre-analytical quality indicators."
BD1365,BD Microtainer® vérvételi csövek és BD Microtainer® MAP mikrotubus automatizált folyamatokhoz,Specimen Management,SM,Specimen Collection & Diagnostics,BDLA,On-site,2,Intermediate,Pharmacist|System Manager,English (United Kingdom),Hungary,No,No,BD0350,YES,Veronika  Bican,1/19/26,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD3067,TTM U Nybörjarnivå,Urology and Critical Care,UCC,Urology & Critical Care,Product Training,E-learning,1,Expert,Biomedical Engineer,Svenska (sv) - Swedish,,No,No,,YES,Louise Oakes,4/24/25,"Intermediate-level TTM course for critical care nurses and physicians. Covers equipment setup, vital signs monitoring during therapy, protocol adjustments, and clinical documentation requirements."
BD7818,FR_Peripherally Inserted Central Catheters_V1.0,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,E-learning,2,Advanced,System Manager,Français (fr) - French,France,No,No,,YES,Nazeerah Ramdhian-Demery,2/26/24,"Formation sur l'entretien des PICC lines et Midlines. Couvre les pansements, les protocoles de rinçage et la prévention des infections."
BD6472,BD Vacutainer® Flashback Kanüle - Produktschulung,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,E-learning,0.5,Beginner,ICU Specialist,Deutsch (de) - German,Germany,Yes,Yes,,YES,Edith Rothermel,10/9/23,"Training on BD Vacutainer® blood collection system best practices. Covers tube selection, order of draw, labelling standards, and pre-analytical error prevention."
BD3962,BD Vacutainer® Eclipse™ Blutentnahmekanüle - Produktschulung,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,Webinar,0.5,Advanced,Pharmacist,Deutsch (de) - German,Germany,No,No,,YES,Edith Rothermel,10/9/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD7296,BD Vacutainer® többszörös mintavételi Luer adapter – Termék eLearning oktatás,Specimen Management,SM,Specimen Collection & Diagnostics,External,Webinar,1.5,Advanced,Pharmacist|System Manager,English (United Kingdom),,No,Yes,,YES,Veronika  Bican,1/19/26,"Training on blood and body fluid specimen processing workflows. Reviews centrifugation, aliquoting, storage conditions, and transportation requirements."
BD6811,BD Rowa™ Vmax/Smart - Primeros pasos - ES,Medication Management Solutions,MMS,Medication Management,Qualiopi,On-site,1.5,Intermediate,Nurse,Español (es) - Spanish,Spain,Yes,Yes,,YES,Dominik Bandel,4/8/24,"Course on BD Rowa™ automated pharmacy dispensing robots. Covers loading procedures, retrieval operations, error handling, and maintenance routines."
BD7994,Formation à l'aiguille BD Vacutainer Eclipse™,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1.5,Beginner,System Manager,Français (fr) - French,France,No,No,BD0428,YES,Emilie Verite,10/26/23,"Formation sur les meilleures pratiques de prélèvement avec le système BD Vacutainer®. Couvre la sélection des tubes, l'ordre de remplissage et la prévention des erreurs pré-analytiques."
BD5682,BD Microtainer® Kan Alma Tüpleri ve BD Microtainer® MAP,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,BDLA,E-learning,2,Beginner,Nurse|Physician,Türkçe (tr) - Turkish,Turkey,No,No,,YES,Onur Alti,11/1/23,"Course on BD Preset™ arterial blood gas syringe usage. Covers clinical indications, collection, labelling, and pre-analytical variable management."
BD9865,ES_Catéteres centrales de acceso periférico,Medication Delivery Solutions,MDS,Vascular Access & Infusion,Premium,On-site,3,Intermediate,Biomedical Engineer,Español (es) - Spanish,Spain,Yes,No,BD0854,YES,Nazeerah Ramdhian-Demery,1/16/25,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD5903,BD Vacutainer® Safety-Lok™ Venprovtagningsset,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Qualiopi,On-site,1.5,Advanced,Physician,Svenska (sv) - Swedish,Sweden,Yes,Yes,,YES,Linda Vinberg,10/24/23,"Module on blood culture collection protocols using BD Vacutainer® systems. Reviews aseptic technique, volume requirements, incubation, and result interpretation."
BD8064,BD Rowa™ Vmax 210 Erste Schritte DE,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1,Expert,Nurse,Deutsch (de) - German,Germany,No,Yes,,YES,Dominik Bandel,2/19/24,"Training on BD Alaris™ infusion system safety features including Guardrails® drug library management, alarm configuration, dose error reduction software, and EHR integration for closed-loop medication administration."
BD8249,Formation au dispositif de transfert sanguin BD Vacutainer®,Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,E-learning,1.5,Intermediate,Nurse|Physician,Français (fr) - French,France,No,Yes,BD0349,YES,Emilie Verite,10/26/23,"Formation sur les meilleures pratiques de prélèvement avec le système BD Vacutainer®. Couvre la sélection des tubes, l'ordre de remplissage et la prévention des erreurs pré-analytiques."
BD9127,Test case - Course to Download,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1.5,Advanced,Nurse,English (United Kingdom),United Kingdom,No,No,BD0449,YES,Martin Gilchrist,4/17/24,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD1818,TTM U Avancerad nivå,Urology and Critical Care,UCC,Urology & Critical Care,External,On-site,3,Intermediate,,Svenska (sv) - Swedish,Sweden,No,Yes,,YES,Louise Oakes,4/24/25,"Intermediate-level TTM course for critical care nurses and physicians. Covers equipment setup, vital signs monitoring during therapy, protocol adjustments, and clinical documentation requirements."
BD5926,System Manager - Pyxis Tissue & Implant Management System v2,Medication Management Solutions,MMS,Medication Management,Product Training,E-learning,1.5,Intermediate,Pharmacist,English (United Kingdom),United States,No,No,BD0343,YES,MMS-GCS Education Services,4/11/22,"Step-by-step onboarding for new clinical users of the Pyxis ES dispensing cabinet. Covers login, medication retrieval, discrepancy resolution, and restocking workflows."
BD3308,BD Rowa™ Select - Formación básica - ES,Medication Management Solutions,MMS,Medication Management,BDLA,E-learning,0.5,Advanced,System Manager,Español (es) - Spanish,Spain,No,No,,YES,Dominik Bandel,4/15/24,"Training on HealthSight clinical decision support integration with BD Alaris™ systems. Covers data dashboards, protocol compliance monitoring, and reporting."
BD6800,"Хемокултура – венепункция, вземане от източник",Integrated Diagnostic Solutions,IDS,Specimen Collection & Diagnostics,Product Training,Webinar,2,Beginner,ICU Specialist,Български (bg) - Bulgarian,Bulgaria,No,No,,YES,Veronika  Bican,9/18/25,"Introduction to specimen management and laboratory quality in the pre-analytical phase. Covers sample traceability, centrifugation, and cold-chain requirements."
BD7517,TTM U Livello Principiante,Urology and Critical Care,UCC,Urology & Critical Care,External,Webinar,4,Advanced,Nurse,Italiano (it) - Italian,,No,No,BD0530,YES,Louise Oakes,4/24/25,"Advanced module on targeted temperature management (TTM). Covers cooling protocols, complication management, data interpretation, and best practices for ICU patients."
BD5158,Cateteri centrali a inserzione periferica,Medication Delivery Solutions,MDS,Vascular Access & Infusion,BDLA,On-site,1,Intermediate,Physician|ICU Specialist,Italiano (it) - Italian,Italy,No,Yes,,YES,Nazeerah Ramdhian-Demery,2/26/24,"Module on BD Provena™ midline catheter insertion and maintenance. Covers patient selection criteria, insertion technique, and long-term care protocols."
BD8517,Éxito en el Servicio de Atención al Cliente 2.0,Select Business,SB,Medication Management,External,E-learning,2,Advanced,,English (United Kingdom),Select Country,No,No,BD0287,YES,Deleted User,4/21/21,Cross-portfolio product awareness module for healthcare professionals new to BD solutions.
